Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date
TAP Portugal,ROM,CMN,20h 30m,1 stop,business,19:35,16:05+1,"AED 1,686",2023-12-09
Iberia,ROM,CMN,19h 45m,1 stop,business,19:00,14:45+1,"AED 2,376",2023-12-09
Iberia,ROM,CMN,20h 50m,1 stop,business,16:15,13:05+1,"AED 1,560",2023-12-09
Iberia,ROM,CMN,22h 25m,1 stop,business,14:40,13:05+1,"AED 1,560",2023-12-09
TAP Portugal,ROM,CMN,23h 15m,1 stop,business,12:15,11:30+1,"AED 1,360",2023-12-09
ITA Airways,ROM,PAR,2h 10m,direct,business,15:05,17:15,"AED 1,600",2023-12-09
LOT,ROM,PAR,8h 30m,1 stop,business,10:25,18:55,AED 722,2023-12-09
ITA Airways,ROM,PAR,2h 15m,direct,business,11:00,13:15,"AED 1,598",2023-12-09
ITA Airways,ROM,PAR,2h 10m,direct,business,08:35,10:45,"AED 1,600",2023-12-09
ITA Airways,ROM,PAR,2h 10m,direct,business,21:30,23:40,"AED 1,600",2023-12-09
Iberia,ROM,PAR,5h 30m,1 stop,business,06:30,12:00,"AED 1,588",2023-12-09
Iberia,ROM,PAR,6h 00m,1 stop,business,16:15,22:15,"AED 1,582",2023-12-09
Iberia,ROM,PAR,6h 45m,1 stop,business,11:55,18:40,"AED 1,588",2023-12-09
SWISS,ROM,PAR,4h 00m,1 stop,business,14:50,18:50,"AED 3,004",2023-12-09
Air Serbia,ROM,PAR,5h 45m,1 stop,business,14:45,20:30,"AED 2,251",2023-12-09
Iberia,ROM,PAR,7h 30m,1 stop,business,16:15,23:45,"AED 1,588",2023-12-09
SWISS,ROM,PAR,7h 25m,1 stop,business,14:50,22:15,"AED 3,004",2023-12-09
Air Malta,ROM,PAR,10h 00m,1 stop,business,23:10,09:10+1,"AED 1,416",2023-12-09
SWISS,ROM,PAR,4h 15m,1 stop,business,09:40,13:55,"AED 4,829",2023-12-09
SWISS,ROM,PAR,6h 55m,2 stops,business,14:50,21:45,"AED 4,183",2023-12-09
Turkish Airlines,ROM,IST,2h 35m,direct,business,19:30,00:05+1,"AED 3,910",2023-12-09
Air Algerie,ROM,IST,9h 10m,1 stop,business,13:30,00:40+1,"AED 2,376",2023-12-09
Turkish Airlines,ROM,IST,2h 35m,direct,business,11:20,15:55,"AED 3,920",2023-12-09
Turkish Airlines,ROM,IST,2h 40m,direct,business,14:45,19:25,"AED 3,910",2023-12-09
Turkish Airlines,ROM,IST,2h 40m,direct,business,06:55,11:35,"AED 3,910",2023-12-09
Aegean Airlines,ROM,IST,5h 20m,1 stop,business,10:35,17:55,"AED 3,143",2023-12-09
Air Algerie,ROM,IST,12h 15m,1 stop,business,13:30,03:45+1,"AED 2,390",2023-12-09
Lufthansa,ROM,IST,7h 00m,1 stop,business,13:35,22:35,"AED 3,070",2023-12-09
British Airways,ROM,IST,7h 50m,1 stop,business,07:50,17:40,"AED 3,340",2023-12-09
Lufthansa,ROM,IST,6h 15m,1 stop,business,09:50,18:05,"AED 3,960",2023-12-09
LOT,ROM,IST,19h 50m,1 stop,business,19:40,17:30+1,"AED 2,506",2023-12-09
British Airways,ROM,IST,16h 30m,1 stop,business,20:35,15:05+1,"AED 2,700",2023-12-09
KLM,ROM,IST,8h 45m,1 stop,business,06:10,16:55,"AED 3,660",2023-12-09
Aegean Airlines,ROM,IST,8h 45m,1 stop,business,18:30,05:15+1,"AED 3,438",2023-12-09
Aegean Airlines,ROM,IST,8h 15m,1 stop,business,10:35,20:50,"AED 3,999",2023-12-09
Turkish Airlines,IST,CMN,4h 50m,direct,business,12:40,15:30,"AED 4,880",2023-12-09
Tunisair,IST,CMN,28h 00m,1 stop,business,23:45,01:45+2,"AED 2,300",2023-12-09
Lufthansa,IST,CMN,8h 35m,1 stop,business,06:35,13:10,"AED 2,670",2023-12-09
Royal Air Maroc,IST,CMN,5h 10m,direct,business,18:10,21:20,"AED 6,037",2023-12-09
Royal Air Maroc,IST,CMN,4h 50m,direct,business,12:40,15:30,"AED 7,395",2023-12-09
Turkish Airlines,IST,CMN,5h 10m,direct,business,18:10,21:20,"AED 8,154",2023-12-09
KLM,IST,CMN,18h 25m,2 stops,business,17:55,10:20+1,"AED 3,041",2023-12-09
Egypt Air,IST,CMN,24h 35m,1 stop,business,14:00,12:35+1,"AED 3,845",2023-12-09
Egypt Air,IST,CMN,19h 45m,1 stop,business,18:50,12:35+1,"AED 4,339",2023-12-09
Egypt Air,IST,CMN,12h 20m,1 stop,business,01:10,11:30,"AED 5,840",2023-12-09
Egypt Air,IST,CMN,19h 35m,1 stop,business,19:00,12:35+1,"AED 4,487",2023-12-09
Air France,IST,CMN,12h 50m,1 stop,business,07:25,18:15,"AED 5,713",2023-12-09
Air France,IST,CMN,10h 10m,1 stop,business,07:25,15:35,"AED 7,556",2023-12-09
Air France,IST,CMN,9h 50m,1 stop,business,07:25,15:15,"AED 11,068",2023-12-09
Kuwait Airways,IST,CMN,21h 25m,1 stop,business,16:45,12:10+1,"AED 5,106",2023-12-09
Air Serbia,IST,PAR,5h 45m,1 stop,business,05:30,09:15,"AED 1,112",2023-12-09
Turkish Airlines,IST,PAR,3h 45m,direct,business,15:40,17:25,"AED 3,783",2023-12-09
Turkish Airlines,IST,PAR,3h 50m,direct,business,14:30,16:20,"AED 3,783",2023-12-09
Lufthansa,IST,PAR,5h 25m,1 stop,business,19:00,22:25,"AED 3,010",2023-12-09
Air France,IST,PAR,3h 45m,direct,business,07:25,09:10,"AED 4,400",2023-12-09
Turkish Airlines,IST,PAR,3h 50m,direct,business,20:30,22:20,"AED 4,596",2023-12-09
Turkish Airlines,IST,PAR,3h 50m,direct,business,12:40,14:30,"AED 4,596",2023-12-09
Air Serbia,IST,PAR,11h 30m,1 stop,business,11:00,20:30,"AED 1,120",2023-12-09
British Airways,IST,PAR,9h 25m,1 stop,business,14:55,22:20,"AED 2,870",2023-12-09
TAROM,IST,PAR,8h 55m,1 stop,business,08:35,15:30,"AED 3,123",2023-12-09
British Airways,IST,PAR,9h 35m,1 stop,business,07:55,15:30,"AED 2,790",2023-12-09
British Airways,IST,PAR,11h 35m,1 stop,business,07:55,17:30,"AED 2,020",2023-12-09
Aegean Airlines,IST,PAR,10h 05m,1 stop,business,11:30,19:35,"AED 2,962",2023-12-09
Air Algerie,IST,PAR,11h 50m,1 stop,business,01:40,11:30,"AED 2,172",2023-12-09
Air Algerie,IST,PAR,14h 40m,1 stop,business,01:40,14:20,"AED 2,064",2023-12-09
Turkish Airlines,IST,ROM,2h 35m,direct,business,17:55,18:30,"AED 4,283",2023-12-09
Air Algerie,IST,ROM,12h 50m,1 stop,business,01:40,12:30,"AED 1,978",2023-12-09
Turkish Airlines,IST,ROM,2h 40m,direct,business,13:05,13:45,"AED 4,283",2023-12-09
Turkish Airlines,IST,ROM,2h 40m,direct,business,09:15,09:55,"AED 4,283",2023-12-09
Turkish Airlines,IST,ROM,2h 45m,direct,business,21:10,21:55,"AED 4,283",2023-12-09
Egypt Air,IST,ROM,10h 40m,1 stop,business,03:50,12:30,"AED 2,287",2023-12-09
Tunisair,IST,ROM,13h 55m,1 stop,business,23:45,11:40+1,"AED 2,120",2023-12-09
British Airways,IST,ROM,9h 05m,1 stop,business,14:55,22:00,"AED 3,120",2023-12-09
Aegean Airlines,IST,ROM,8h 05m,1 stop,business,11:30,17:35,"AED 3,356",2023-12-09
British Airways,IST,ROM,13h 45m,1 stop,business,07:55,19:40,"AED 2,400",2023-12-09
TAROM,IST,ROM,18h 25m,1 stop,business,19:30,11:55+1,"AED 2,408",2023-12-09
British Airways,IST,ROM,16h 05m,1 stop,business,07:55,22:00,"AED 2,400",2023-12-09
TAROM,IST,ROM,14h 20m,1 stop,business,23:35,11:55+1,"AED 2,938",2023-12-09
British Airways,IST,ROM,12h 10m,1 stop,business,07:55,18:05,"AED 3,280",2023-12-09
Lufthansa,IST,ROM,16h 05m,1 stop,business,19:00,09:05+1,"AED 2,990",2023-12-09
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,12:20,15:10,AED 658,2024-01-12
Transavia France,CMN,PAR,3h 15m,direct,economy,19:15,22:30,AED 516,2024-01-12
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,16:15,19:10,AED 659,2024-01-12
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,14:10,17:05,AED 679,2024-01-12
Royal Air Maroc,CMN,PAR,3h 00m,direct,economy,13:25,16:25,AED 659,2024-01-12
Air France,CMN,PAR,3h 15m,direct,economy,19:15,22:30,AED 798,2024-01-12
Air France,CMN,PAR,3h 15m,direct,economy,16:35,19:50,AED 798,2024-01-12
Air France,CMN,PAR,3h 15m,direct,economy,08:10,11:25,"AED 1,262",2024-01-12
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,08:10,11:05,"AED 1,611",2024-01-12
Iberia,CMN,PAR,5h 05m,1 stop,economy,13:35,18:40,AED 940,2024-01-12
Iberia,CMN,PAR,6h 10m,1 stop,economy,16:05,22:15,AED 770,2024-01-12
Iberia,CMN,PAR,6h 20m,1 stop,economy,10:15,16:35,AED 900,2024-01-12
Air Arabia Maroc,CMN,PAR,6h 35m,1 stop,economy,12:45,19:20,AED 669,2024-01-12
Air Arabia Maroc,CMN,PAR,6h 30m,1 stop,economy,06:25,12:55,AED 693,2024-01-12
Iberia,CMN,PAR,6h 35m,1 stop,economy,13:35,20:10,AED 901,2024-01-12
Royal Air Maroc,CMN,ROM,3h 10m,direct,economy,13:00,16:10,AED 671,2024-01-12
Air Arabia Maroc,CMN,ROM,10h 40m,1 stop,economy,12:45,23:25,AED 425,2024-01-12
ITA Airways,CMN,ROM,3h 10m,direct,economy,13:00,16:10,"AED 1,056",2024-01-12
Iberia,CMN,ROM,6h 05m,1 stop,economy,13:35,19:40,AED 858,2024-01-12
TAP Portugal,CMN,ROM,7h 15m,1 stop,economy,11:30,18:45,AED 970,2024-01-12
Iberia,CMN,ROM,8h 00m,1 stop,economy,10:15,18:15,AED 820,2024-01-12
Iberia,CMN,ROM,8h 00m,1 stop,economy,16:05,00:05+1,AED 850,2024-01-12
Royal Air Maroc,CMN,ROM,7h 00m,1 stop,economy,10:15,17:15,AED 970,2024-01-12
Royal Air Maroc,CMN,ROM,7h 50m,1 stop,economy,16:05,23:55,AED 891,2024-01-12
Air France,CMN,ROM,6h 30m,1 stop,economy,08:10,14:40,"AED 1,400",2024-01-12
Iberia,CMN,ROM,9h 25m,1 stop,economy,10:15,19:40,AED 710,2024-01-12
Royal Air Maroc,CMN,ROM,7h 20m,1 stop,economy,16:15,23:35,"AED 1,200",2024-01-12
Pegasus Airlines,CMN,ROM,10h 15m,1 stop,economy,01:10,11:25,AED 740,2024-01-12
Lufthansa,CMN,ROM,6h 40m,1 stop,economy,02:25,09:05,"AED 1,650",2024-01-12
Iberia,CMN,ROM,10h 30m,1 stop,economy,13:35,00:05+1,AED 850,2024-01-12
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,16:50,23:30,AED 611,2024-01-12
Pegasus Airlines,CMN,IST,4h 45m,direct,economy,01:10,07:55,AED 516,2024-01-12
Royal Air Maroc,CMN,IST,4h 45m,direct,economy,09:55,16:40,AED 941,2024-01-12
Turkish Airlines,CMN,IST,4h 35m,direct,economy,17:10,23:45,"AED 1,205",2024-01-12
Tunisair,CMN,IST,6h 45m,1 stop,economy,02:35,11:20,"AED 1,051",2024-01-12
Royal Air Maroc,CMN,IST,4h 35m,direct,economy,17:10,23:45,"AED 2,108",2024-01-12
Turkish Airlines,CMN,IST,4h 45m,direct,economy,09:55,16:40,"AED 2,147",2024-01-12
Egypt Air,CMN,IST,11h 15m,1 stop,economy,13:35,02:50+1,"AED 1,249",2024-01-12
Egypt Air,CMN,IST,10h 05m,1 stop,economy,00:55,13:00,"AED 1,385",2024-01-12
Iberia,CMN,IST,12h 10m,2 stops,economy,09:35,23:45,"AED 1,785",2024-01-12
Iberia,CMN,IST,12h 10m,2 stops,economy,09:35,23:45,"AED 1,785",2024-01-12
Egypt Air,CMN,IST,9h 10m,1 stop,economy,13:35,00:45+1,"AED 2,597",2024-01-12
Lufthansa,CMN,IST,13h 20m,1 stop,economy,02:25,17:45,"AED 1,343",2024-01-12
Kuwait Airways,CMN,IST,11h 40m,1 stop,economy,13:30,03:10+1,"AED 2,209",2024-01-12
Egypt Air,CMN,IST,14h 55m,1 stop,economy,00:55,17:50,"AED 1,381",2024-01-12
Transavia France,PAR,CMN,3h 15m,direct,economy,15:15,18:30,AED 406,2024-01-12
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,08:20,11:25,AED 559,2024-01-12
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,20:10,23:15,AED 612,2024-01-12
Royal Air Maroc,PAR,CMN,2h 55m,direct,economy,16:40,19:35,AED 659,2024-01-12
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,12:10,15:15,AED 621,2024-01-12
Royal Air Maroc,PAR,CMN,3h 10m,direct,economy,17:35,20:45,AED 620,2024-01-12
Air France,PAR,CMN,3h 05m,direct,economy,15:10,18:15,AED 789,2024-01-12
Air France,PAR,CMN,3h 05m,direct,economy,12:30,15:35,AED 789,2024-01-12
Air France,PAR,CMN,3h 10m,direct,economy,18:35,21:45,AED 789,2024-01-12
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,18:20,21:25,AED 913,2024-01-12
Iberia,PAR,CMN,5h 35m,1 stop,economy,12:45,18:20,AED 470,2024-01-12
Iberia,PAR,CMN,5h 40m,1 stop,economy,12:40,18:20,AED 540,2024-01-12
Iberia,PAR,CMN,6h 05m,1 stop,economy,07:00,13:05,AED 540,2024-01-12
ITA Airways,PAR,CMN,6h 20m,1 stop,economy,14:05,20:25,AED 828,2024-01-12
Iberia,PAR,CMN,8h 05m,1 stop,economy,10:15,18:20,AED 570,2024-01-12
Wizz Air Malta,PAR,ROM,2h 05m,direct,economy,09:35,11:40,AED 111,2024-01-12
Wizz Air Malta,PAR,ROM,2h 05m,direct,economy,16:05,18:10,AED 119,2024-01-12
Vueling,PAR,ROM,2h 00m,direct,economy,09:40,11:40,AED 181,2024-01-12
Transavia France,PAR,ROM,2h 05m,direct,economy,06:45,08:50,AED 206,2024-01-12
Vueling,PAR,ROM,1h 55m,direct,economy,15:05,17:00,AED 255,2024-01-12
ITA Airways,PAR,ROM,2h 05m,direct,economy,18:10,20:15,AED 298,2024-01-12
ITA Airways,PAR,ROM,2h 00m,direct,economy,06:10,08:10,AED 298,2024-01-12
ITA Airways,PAR,ROM,2h 05m,direct,economy,14:05,16:10,AED 298,2024-01-12
ITA Airways,PAR,ROM,2h 05m,direct,economy,11:45,13:50,AED 298,2024-01-12
Vueling,PAR,ROM,1h 55m,direct,economy,21:40,23:35,AED 298,2024-01-12
Air France,PAR,ROM,2h 05m,direct,economy,20:40,22:45,AED 515,2024-01-12
Air France,PAR,ROM,2h 05m,direct,economy,15:35,17:40,AED 515,2024-01-12
Air France,PAR,ROM,2h 05m,direct,economy,12:35,14:40,AED 515,2024-01-12
Iberia,PAR,ROM,2h 00m,direct,economy,09:40,11:40,AED 470,2024-01-12
ITA Airways,PAR,ROM,3h 25m,1 stop,economy,10:45,14:10,AED 482,2024-01-12
Pegasus Airlines,PAR,IST,3h 30m,direct,economy,15:00,20:30,AED 276,2024-01-12
Pegasus Airlines,PAR,IST,3h 30m,direct,economy,10:40,16:10,AED 311,2024-01-12
Turkish Airlines,PAR,IST,3h 30m,direct,economy,18:50,00:20+1,AED 481,2024-01-12
Turkish Airlines,PAR,IST,3h 30m,direct,economy,17:15,22:45,AED 481,2024-01-12
Turkish Airlines,PAR,IST,3h 35m,direct,economy,13:45,19:20,AED 481,2024-01-12
AnadoluJet,PAR,IST,3h 30m,direct,economy,14:15,19:45,AED 589,2024-01-12
Turkish Airlines,PAR,IST,3h 35m,direct,economy,11:15,16:50,AED 593,2024-01-12
Turkish Airlines,PAR,IST,3h 40m,direct,economy,07:05,12:45,AED 593,2024-01-12
Air Serbia,PAR,IST,5h 55m,1 stop,economy,20:25,04:20+1,AED 426,2024-01-12
Pegasus Airlines,PAR,IST,6h 40m,1 stop,economy,13:05,21:45,AED 383,2024-01-12
Air Serbia,PAR,IST,6h 25m,1 stop,economy,10:00,18:25,AED 622,2024-01-12
KLM,PAR,IST,5h 50m,1 stop,economy,09:05,16:55,AED 682,2024-01-12
ITA Airways,PAR,IST,6h 10m,1 stop,economy,14:05,22:15,AED 802,2024-01-12
Lufthansa,PAR,IST,6h 10m,1 stop,economy,14:25,22:35,AED 705,2024-01-12
Aegean Airlines,PAR,IST,6h 55m,1 stop,economy,11:55,20:50,AED 678,2024-01-12
Royal Air Maroc,ROM,CMN,3h 15m,direct,economy,17:10,20:25,AED 583,2024-01-12
Wizz Air Malta,ROM,CMN,11h 50m,1 stop,economy,06:00,17:50,AED 407,2024-01-12
ITA Airways,ROM,CMN,3h 15m,direct,economy,17:10,20:25,"AED 1,049",2024-01-12
Iberia,ROM,CMN,6h 25m,1 stop,economy,11:55,18:20,AED 610,2024-01-12
Iberia,ROM,CMN,6h 35m,1 stop,economy,06:30,13:05,AED 610,2024-01-12
Iberia,ROM,CMN,5h 55m,1 stop,economy,14:40,20:35,AED 970,2024-01-12
CitizenPlane,ROM,CMN,7h 00m,1 stop,economy,06:05,13:05,AED 634,2024-01-12
CitizenPlane,ROM,CMN,7h 35m,1 stop,economy,07:05,14:40,AED 515,2024-01-12
Air France,ROM,CMN,8h 45m,1 stop,economy,13:00,21:45,AED 630,2024-01-12
ITA Airways,ROM,CMN,6h 25m,1 stop,economy,08:20,14:45,"AED 1,113",2024-01-12
Iberia,ROM,CMN,8h 15m,1 stop,economy,06:30,14:45,AED 800,2024-01-12
Air France,ROM,CMN,9h 15m,1 stop,economy,06:20,15:35,AED 660,2024-01-12
CitizenPlane,ROM,CMN,6h 55m,1 stop,economy,12:50,19:45,"AED 1,216",2024-01-12
Iberia,ROM,CMN,8h 25m,2 stops,economy,06:30,14:55,AED 890,2024-01-12
Turkish Airlines,ROM,CMN,8h 35m,1 stop,economy,06:55,15:30,"AED 1,080",2024-01-12
Wizz Air,ROM,CMN,8h 30m,1 stop,economy,06:45,15:15,AED 871,2024-01-12
Wizz Air Malta,ROM,PAR,2h 15m,direct,economy,06:45,09:00,AED 119,2024-01-12
Wizz Air Malta,ROM,PAR,2h 15m,direct,economy,13:10,15:25,AED 207,2024-01-12
ITA Airways,ROM,PAR,2h 10m,direct,economy,15:05,17:15,AED 298,2024-01-12
ITA Airways,ROM,PAR,2h 10m,direct,economy,08:35,10:45,AED 298,2024-01-12
ITA Airways,ROM,PAR,2h 15m,direct,economy,11:00,13:15,AED 298,2024-01-12
Vueling,ROM,PAR,2h 10m,direct,economy,18:50,21:00,AED 322,2024-01-12
ITA Airways,ROM,PAR,2h 10m,direct,economy,21:30,23:40,AED 298,2024-01-12
Transavia France,ROM,PAR,2h 15m,direct,economy,09:40,11:55,AED 351,2024-01-12
Vueling,ROM,PAR,2h 15m,direct,economy,06:40,08:55,AED 395,2024-01-12
ITA Airways,ROM,PAR,3h 25m,1 stop,economy,06:30,09:55,AED 458,2024-01-12
ITA Airways,ROM,PAR,3h 35m,1 stop,economy,15:00,18:35,AED 458,2024-01-12
ITA Airways,ROM,PAR,3h 40m,1 stop,economy,15:00,18:40,AED 458,2024-01-12
Vueling,ROM,PAR,2h 10m,direct,economy,12:15,14:25,AED 563,2024-01-12
Air France,ROM,PAR,2h 10m,direct,economy,15:40,17:50,AED 515,2024-01-12
Air France,ROM,PAR,2h 10m,direct,economy,13:00,15:10,AED 515,2024-01-12
Pegasus Airlines,ROM,IST,2h 35m,direct,economy,12:30,17:05,AED 173,2024-01-12
AnadoluJet,ROM,IST,2h 30m,direct,economy,13:55,18:25,AED 243,2024-01-12
Pegasus Airlines,ROM,IST,2h 35m,direct,economy,17:40,22:15,AED 240,2024-01-12
Air Serbia,ROM,IST,4h 25m,1 stop,economy,09:30,15:55,AED 370,2024-01-12
Turkish Airlines,ROM,IST,2h 40m,direct,economy,14:45,19:25,AED 579,2024-01-12
Turkish Airlines,ROM,IST,2h 40m,direct,economy,06:55,11:35,AED 579,2024-01-12
Turkish Airlines,ROM,IST,2h 35m,direct,economy,11:20,15:55,AED 600,2024-01-12
ITA Airways,ROM,IST,2h 35m,direct,economy,17:40,22:15,AED 654,2024-01-12
ITA Airways,ROM,IST,2h 35m,direct,economy,12:30,17:05,AED 654,2024-01-12
ITA Airways,ROM,IST,2h 35m,direct,economy,11:20,15:55,AED 654,2024-01-12
ITA Airways,ROM,IST,2h 40m,direct,economy,14:45,19:25,AED 654,2024-01-12
Turkish Airlines,ROM,IST,2h 35m,direct,economy,19:30,00:05+1,AED 670,2024-01-12
ITA Airways,ROM,IST,2h 40m,direct,economy,06:55,11:35,AED 654,2024-01-12
Air Serbia,ROM,IST,5h 40m,1 stop,economy,20:40,04:20+1,AED 368,2024-01-12
CitizenPlane,ROM,IST,6h 45m,1 stop,economy,22:05,06:50+1,AED 333,2024-01-12
Pegasus Airlines,IST,CMN,5h 25m,direct,economy,20:40,00:05+1,AED 513,2024-01-12
Air Arabia Maroc,IST,CMN,5h 05m,direct,economy,00:30,03:35,AED 552,2024-01-12
Turkish Airlines,IST,CMN,4h 50m,direct,economy,12:40,15:30,"AED 1,210",2024-01-12
Royal Air Maroc,IST,CMN,5h 00m,direct,economy,18:10,21:10,"AED 1,348",2024-01-12
Royal Air Maroc,IST,CMN,4h 50m,direct,economy,12:40,15:30,"AED 2,057",2024-01-12
British Airways,IST,CMN,11h 40m,2 stops,economy,08:40,18:20,AED 970,2024-01-12
British Airways,IST,CMN,11h 40m,2 stops,economy,08:40,18:20,"AED 1,110",2024-01-12
Egypt Air,IST,CMN,11h 55m,1 stop,economy,14:00,23:55,"AED 1,227",2024-01-12
Egypt Air,IST,CMN,10h 45m,1 stop,economy,03:50,12:35,"AED 1,223",2024-01-12
KLM,IST,CMN,11h 05m,2 stops,economy,12:40,21:45,"AED 1,385",2024-01-12
KLM,IST,CMN,11h 35m,2 stops,economy,08:40,18:15,"AED 1,410",2024-01-12
Turkish Airlines,IST,CMN,5h 00m,direct,economy,18:10,21:10,"AED 3,030",2024-01-12
KLM,IST,CMN,15h 05m,2 stops,economy,08:40,21:45,"AED 1,410",2024-01-12
Egypt Air,IST,CMN,13h 25m,1 stop,economy,01:10,12:35,"AED 1,869",2024-01-12
Egypt Air,IST,CMN,19h 45m,1 stop,economy,18:50,12:35+1,"AED 1,223",2024-01-12
Pegasus Airlines,IST,PAR,4h 00m,direct,economy,11:55,13:55,AED 456,2024-01-12
Pegasus Airlines,IST,PAR,4h 00m,direct,economy,07:35,09:35,AED 516,2024-01-12
Turkish Airlines,IST,PAR,3h 40m,direct,economy,10:40,12:20,AED 580,2024-01-12
Turkish Airlines,IST,PAR,3h 45m,direct,economy,15:40,17:25,AED 580,2024-01-12
Turkish Airlines,IST,PAR,3h 50m,direct,economy,20:30,22:20,AED 580,2024-01-12
Turkish Airlines,IST,PAR,3h 45m,direct,economy,08:05,09:50,AED 580,2024-01-12
Turkish Airlines,IST,PAR,3h 50m,direct,economy,14:30,16:20,AED 668,2024-01-12
Air Serbia,IST,PAR,5h 00m,1 stop,economy,16:40,19:40,AED 620,2024-01-12
AnadoluJet,IST,PAR,3h 55m,direct,economy,11:20,13:15,AED 839,2024-01-12
LOT,IST,PAR,6h 00m,1 stop,economy,14:55,18:55,AED 646,2024-01-12
LOT,IST,PAR,6h 20m,1 stop,economy,18:25,22:45,AED 646,2024-01-12
Air Serbia,IST,PAR,5h 40m,1 stop,economy,05:30,09:10,AED 561,2024-01-12
TAROM,IST,PAR,5h 50m,1 stop,economy,11:40,15:30,AED 730,2024-01-12
Pegasus Airlines,IST,PAR,7h 20m,1 stop,economy,06:45,12:05,AED 544,2024-01-12
Pegasus Airlines,IST,PAR,8h 00m,1 stop,economy,06:05,12:05,AED 545,2024-01-12
AnadoluJet,IST,ROM,2h 35m,direct,economy,12:15,12:50,AED 293,2024-01-12
Pegasus Airlines,IST,ROM,2h 45m,direct,economy,15:35,16:20,AED 364,2024-01-12
Pegasus Airlines,IST,ROM,2h 45m,direct,economy,10:40,11:25,AED 364,2024-01-12
Turkish Airlines,IST,ROM,2h 45m,direct,economy,21:10,21:55,AED 529,2024-01-12
Turkish Airlines,IST,ROM,2h 40m,direct,economy,13:05,13:45,AED 529,2024-01-12
Turkish Airlines,IST,ROM,2h 40m,direct,economy,09:15,09:55,AED 529,2024-01-12
Turkish Airlines,IST,ROM,2h 35m,direct,economy,17:55,18:30,AED 529,2024-01-12
ITA Airways,IST,ROM,2h 45m,direct,economy,21:10,21:55,AED 567,2024-01-12
ITA Airways,IST,ROM,2h 40m,direct,economy,13:05,13:45,AED 567,2024-01-12
ITA Airways,IST,ROM,2h 40m,direct,economy,09:15,09:55,AED 567,2024-01-12
ITA Airways,IST,ROM,2h 35m,direct,economy,17:55,18:30,AED 567,2024-01-12
Air Serbia,IST,ROM,4h 45m,1 stop,economy,05:30,08:15,AED 419,2024-01-12
ITA Airways,IST,ROM,2h 45m,direct,economy,15:35,16:20,AED 845,2024-01-12
ITA Airways,IST,ROM,2h 45m,direct,economy,10:40,11:25,AED 845,2024-01-12
Air Serbia,IST,ROM,4h 55m,1 stop,economy,16:40,19:35,AED 467,2024-01-12
Royal Air Maroc,CMN,PAR,2h 55m,direct,business,16:15,19:10,"AED 2,378",2024-01-12
TAP Portugal,CMN,PAR,10h 10m,1 stop,business,11:30,21:40,"AED 1,058",2024-01-12
Royal Air Maroc,CMN,PAR,2h 55m,direct,business,08:10,11:05,"AED 2,378",2024-01-12
Royal Air Maroc,CMN,PAR,3h 00m,direct,business,13:25,16:25,"AED 2,379",2024-01-12
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,12:20,15:10,"AED 2,515",2024-01-12
Royal Air Maroc,CMN,PAR,2h 55m,direct,business,14:10,17:05,"AED 2,516",2024-01-12
Air France,CMN,PAR,3h 15m,direct,business,19:15,22:30,"AED 3,220",2024-01-12
Air France,CMN,PAR,3h 15m,direct,business,16:35,19:50,"AED 3,220",2024-01-12
Air France,CMN,PAR,3h 15m,direct,business,08:10,11:25,"AED 3,220",2024-01-12
Iberia,CMN,PAR,5h 05m,1 stop,business,13:35,18:40,"AED 2,117",2024-01-12
Iberia,CMN,PAR,6h 10m,1 stop,business,16:05,22:15,"AED 1,470",2024-01-12
Iberia,CMN,PAR,6h 20m,1 stop,business,10:15,16:35,"AED 1,470",2024-01-12
Iberia,CMN,PAR,6h 35m,1 stop,business,13:35,20:10,"AED 1,411",2024-01-12
Iberia,CMN,PAR,7h 40m,1 stop,business,16:05,23:45,"AED 1,470",2024-01-12
TAP Portugal,CMN,PAR,8h 15m,1 stop,business,11:30,19:45,"AED 1,059",2024-01-12
Iberia,CMN,PAR,7h 45m,1 stop,business,10:15,18:00,"AED 1,470",2024-01-12
Royal Air Maroc,CMN,ROM,3h 10m,direct,business,13:00,16:10,"AED 2,576",2024-01-12
TAP Portugal,CMN,ROM,12h 25m,1 stop,business,11:30,23:55,AED 987,2024-01-12
TAP Portugal,CMN,ROM,7h 15m,1 stop,business,11:30,18:45,AED 989,2024-01-12
ITA Airways,CMN,ROM,3h 10m,direct,business,13:00,16:10,"AED 3,670",2024-01-12
Iberia,CMN,ROM,6h 05m,1 stop,business,13:35,19:40,"AED 1,524",2024-01-12
Iberia,CMN,ROM,8h 00m,1 stop,business,16:05,00:05+1,"AED 1,590",2024-01-12
Iberia,CMN,ROM,8h 00m,1 stop,business,10:15,18:15,"AED 1,590",2024-01-12
Lufthansa,CMN,ROM,6h 40m,1 stop,business,02:25,09:05,"AED 2,195",2024-01-12
