Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date,Season
ITA Airways,ROM,CMN,195,0,economy,Evening,Night,3835.65,2023-12-09,Winter
ITA Airways,ROM,PAR,280,1,business,Afternoon,Evening,4690.14,2024-01-12,Winter
Lufthansa,CMN,ROM,425,1,business,Late Night,Morning,7835.1,2024-09-03,Autumn
Vueling,PAR,ROM,125,0,economy,Afternoon,Evening,425.88,2024-05-29,Spring
Air Serbia,IST,ROM,270,1,business,Morning,Afternoon,2325.96,2024-08-16,Summer
Iberia,ROM,CMN,890,2,business,Early Morning,Night,6552.0,2023-12-09,Winter
Air Serbia,PAR,IST,290,1,business,Morning,Afternoon,3660.93,2024-04-18,Spring
Lufthansa,PAR,CMN,335,1,business,Evening,Late Night,4722.9,2024-09-03,Autumn
British Airways,IST,ROM,965,1,business,Morning,Night,6552.0,2023-12-09,Winter
Turkish Airlines,IST,ROM,165,0,economy,Night,Night,1449.6299999999999,2024-02-10,Winter
Vueling,ROM,PAR,135,0,economy,Early Morning,Morning,521.43,2024-05-29,Spring
Iberia,PAR,CMN,365,1,business,Morning,Afternoon,4348.89,2024-11-05,Autumn
Turkish Airlines,IST,ROM,155,0,economy,Evening,Evening,1411.41,2024-05-29,Spring
TAP Portugal,ROM,CMN,1080,1,business,Evening,Morning,2839.2,2024-09-03,Autumn
Aegean Airlines,IST,PAR,455,1,business,Morning,Evening,8299.2,2024-07-04,Summer
British Airways,IST,PAR,390,1,business,Evening,Night,6606.6,2024-08-16,Summer
Turkish Airlines,CMN,IST,275,0,economy,Evening,Night,3297.84,2024-02-10,Winter
KLM,IST,CMN,1095,2,business,Evening,Morning,8190.0,2024-05-29,Spring
TAP Portugal,PAR,CMN,1210,1,economy,Afternoon,Morning,1094.73,2024-11-05,Autumn
KLM,CMN,IST,825,2,economy,Morning,Night,9202.83,2023-12-09,Winter
Aegean Airlines,IST,PAR,420,1,business,Afternoon,Night,8151.78,2024-05-29,Spring
TAP Portugal,CMN,ROM,1385,1,business,Afternoon,Morning,2735.46,2023-12-09,Winter
Royal Air Maroc,CMN,PAR,355,1,economy,Morning,Afternoon,2216.7599999999998,2024-04-18,Spring
TAP Portugal,ROM,CMN,360,1,business,Morning,Afternoon,3652.74,2024-05-29,Spring
Transavia France,CMN,IST,1140,1,economy,Afternoon,Afternoon,5397.21,2024-07-04,Summer
easyJet,PAR,ROM,120,0,economy,Morning,Morning,898.17,2023-12-09,Winter
Lufthansa,PAR,CMN,655,2,business,Afternoon,Late Night,5460.0,2024-09-03,Autumn
Air France,PAR,CMN,190,0,economy,Evening,Night,1668.03,2024-05-29,Spring
Lufthansa,ROM,CMN,570,2,business,Afternoon,Late Night,7780.5,2024-07-04,Summer
British Airways,IST,PAR,555,1,business,Morning,Afternoon,4914.0,2024-10-19,Autumn
Royal Air Maroc,CMN,PAR,175,0,business,Late Night,Early Morning,6541.08,2024-09-03,Autumn
Egypt Air,CMN,IST,900,1,economy,Afternoon,Early Morning,4922.19,2024-06-01,Summer
Air Arabia Maroc,IST,CMN,305,0,economy,Late Night,Late Night,2500.68,2023-12-09,Winter
TAP Portugal,CMN,ROM,1130,1,economy,Evening,Afternoon,2320.5,2024-08-16,Summer
Vueling,PAR,ROM,115,0,economy,Night,Night,584.22,2024-02-10,Winter
Turkish Airlines,IST,ROM,165,0,business,Morning,Morning,11659.83,2024-05-29,Spring
ITA Airways,ROM,PAR,305,1,business,Afternoon,Evening,4665.57,2024-05-29,Spring
Turkish Airlines,PAR,IST,210,0,business,Evening,Late Night,10513.23,2024-08-16,Summer
KLM,CMN,IST,1165,1,economy,Evening,Afternoon,1624.35,2024-02-10,Winter
ITA Airways,IST,ROM,165,0,economy,Afternoon,Afternoon,2306.85,2024-01-12,Winter
Air Malta,ROM,PAR,495,1,business,Morning,Evening,2159.43,2024-02-10,Winter
SWISS,PAR,ROM,260,1,business,Afternoon,Evening,4539.99,2024-09-03,Autumn
Lufthansa,ROM,PAR,235,1,economy,Afternoon,Evening,2364.18,2024-08-16,Summer
Pegasus Airlines,IST,PAR,430,1,economy,Morning,Afternoon,1340.43,2023-12-09,Winter
Air France,PAR,ROM,125,0,business,Afternoon,Afternoon,7597.59,2023-12-09,Winter
Iberia,PAR,CMN,400,1,business,Afternoon,Evening,4395.3,2024-03-17,Spring
Air France,CMN,PAR,180,0,business,Evening,Night,8790.6,2024-05-29,Spring
Air Serbia,PAR,IST,355,1,economy,Night,Early Morning,1162.98,2024-01-12,Winter
Air France,ROM,PAR,130,0,business,Morning,Afternoon,3521.7,2024-06-01,Summer
Turkish Airlines,IST,ROM,160,0,business,Afternoon,Afternoon,13076.7,2024-07-04,Summer
Turkish Airlines,PAR,IST,215,0,business,Afternoon,Evening,8615.88,2024-03-17,Spring
Air France,ROM,PAR,130,0,business,Morning,Afternoon,2538.9,2024-07-04,Summer
Tunisair,IST,CMN,795,1,business,Night,Morning,6254.43,2024-05-29,Spring
Air France,PAR,CMN,250,0,business,Evening,Night,8998.08,2024-03-17,Spring
Austrian Airlines,ROM,PAR,370,1,business,Morning,Afternoon,6309.03,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,190,0,business,Morning,Morning,7379.19,2024-07-04,Summer
Royal Air Maroc,CMN,IST,1115,2,economy,Evening,Afternoon,1722.6299999999999,2024-02-10,Winter
Egypt Air,CMN,ROM,1320,1,business,Afternoon,Afternoon,8569.47,2024-09-03,Autumn
Egypt Air,IST,CMN,600,1,business,Early Morning,Afternoon,7652.19,2024-05-29,Spring
Air France,PAR,ROM,125,0,economy,Afternoon,Evening,1405.95,2024-01-12,Winter
ITA Airways,ROM,PAR,220,1,business,Evening,Night,4635.54,2024-05-29,Spring
Turkish Airlines,CMN,IST,275,0,business,Evening,Night,10622.43,2024-01-12,Winter
Air Serbia,IST,PAR,940,1,business,Early Morning,Evening,3043.95,2024-07-04,Summer
British Airways,PAR,CMN,610,2,economy,Morning,Evening,2839.2,2024-10-19,Autumn
LOT,IST,ROM,345,1,business,Afternoon,Evening,7985.25,2024-08-16,Summer
Royal Air Maroc,PAR,CMN,185,0,economy,Morning,Morning,1665.3,2024-08-16,Summer
TAP Portugal,ROM,CMN,935,1,economy,Night,Morning,1474.2,2024-09-03,Autumn
Air France,PAR,IST,210,0,business,Afternoon,Afternoon,7624.89,2024-07-04,Summer
TAROM,IST,ROM,1095,1,economy,Evening,Afternoon,1992.9,2024-11-05,Autumn
Air Serbia,PAR,IST,295,1,business,Morning,Afternoon,3513.5099999999998,2024-06-01,Summer
Air France,CMN,ROM,475,1,economy,Morning,Evening,2246.79,2024-05-29,Spring
Royal Air Maroc,CMN,IST,275,0,economy,Evening,Night,5754.84,2024-02-10,Winter
Lufthansa,ROM,PAR,340,1,economy,Afternoon,Evening,2364.18,2024-08-16,Summer
Iberia,CMN,ROM,565,1,economy,Morning,Evening,1938.3,2024-01-12,Winter
ITA Airways,PAR,CMN,520,1,business,Morning,Night,7403.76,2023-12-09,Winter
KLM,CMN,IST,1845,2,economy,Morning,Afternoon,2675.4,2024-11-05,Autumn
Turkish Airlines,IST,PAR,220,0,economy,Early Morning,Morning,1288.56,2024-05-29,Spring
Lufthansa,PAR,IST,440,1,business,Morning,Evening,6825.0,2023-12-09,Winter
TAP Portugal,ROM,CMN,360,1,economy,Morning,Afternoon,2839.2,2024-09-03,Autumn
Egypt Air,CMN,IST,605,1,economy,Late Night,Afternoon,3781.05,2024-02-10,Winter
Turkish Airlines,IST,PAR,220,0,business,Afternoon,Evening,10286.64,2024-05-29,Spring
ITA Airways,PAR,ROM,205,1,economy,Morning,Afternoon,1315.86,2024-01-12,Winter
Air Serbia,ROM,IST,690,1,business,Night,Morning,3396.12,2024-01-12,Winter
ITA Airways,PAR,ROM,265,1,business,Morning,Afternoon,5001.36,2023-12-09,Winter
TAP Portugal,CMN,PAR,635,1,economy,Morning,Night,734.37,2024-06-01,Summer
Transavia France,ROM,PAR,135,0,economy,Evening,Night,821.73,2024-04-18,Spring
Egypt Air,CMN,IST,1245,1,business,Afternoon,Afternoon,16855.02,2024-08-16,Summer
KLM,ROM,IST,515,1,business,Early Morning,Afternoon,7616.7,2024-05-29,Spring
Pegasus Airlines,IST,CMN,310,0,economy,Evening,Night,1911.0,2024-09-03,Autumn
ITA Airways,PAR,ROM,290,1,business,Morning,Afternoon,4911.2699999999995,2024-05-29,Spring
Royal Air Maroc,PAR,CMN,175,0,economy,Afternoon,Evening,1531.53,2024-11-05,Autumn
KLM,IST,PAR,365,1,business,Evening,Night,8162.7,2024-10-19,Autumn
Pegasus Airlines,IST,PAR,240,0,economy,Morning,Morning,783.51,2024-02-10,Winter
Air Serbia,PAR,IST,385,1,economy,Morning,Evening,1698.06,2024-01-12,Winter
Air France,CMN,PAR,180,0,economy,Afternoon,Evening,3306.03,2024-04-18,Spring
Turkish Airlines,IST,ROM,160,0,business,Afternoon,Afternoon,11752.65,2024-01-12,Winter
Lufthansa,PAR,CMN,950,2,economy,Morning,Late Night,3521.7,2024-10-19,Autumn
Air France,PAR,CMN,190,0,economy,Evening,Night,1225.77,2024-11-05,Autumn
Qatar Airways,CMN,IST,870,1,business,Night,Afternoon,22932.0,2024-05-29,Spring
Pegasus Airlines,PAR,IST,205,0,economy,Afternoon,Evening,1132.95,2024-05-29,Spring
Air France,ROM,CMN,715,1,economy,Early Morning,Evening,1801.8,2024-11-05,Autumn
TAP Portugal,PAR,CMN,335,1,business,Early Morning,Morning,3794.7,2024-08-16,Summer
Iberia,PAR,CMN,480,1,business,Morning,Evening,4395.3,2024-08-16,Summer
Vueling,PAR,ROM,115,0,economy,Afternoon,Evening,1040.1299999999999,2024-03-17,Spring
Turkish Airlines,PAR,IST,215,0,economy,Afternoon,Evening,1916.46,2023-12-09,Winter
SWISS,PAR,ROM,255,1,business,Morning,Afternoon,5954.13,2024-09-03,Autumn
Pegasus Airlines,ROM,CMN,730,1,economy,Morning,Night,2055.69,2024-10-19,Autumn
AnadoluJet,IST,ROM,155,0,economy,Morning,Morning,1261.26,2024-07-04,Summer
AnadoluJet,ROM,IST,170,0,economy,Afternoon,Afternoon,2435.16,2024-08-16,Summer
AnadoluJet,IST,ROM,155,0,economy,Morning,Morning,4122.3,2024-08-16,Summer
Royal Air Maroc,CMN,PAR,170,0,economy,Evening,Night,1799.07,2024-04-18,Spring
Lufthansa,PAR,IST,490,2,business,Afternoon,Night,6333.6,2024-07-04,Summer
Wizz Air Malta,PAR,ROM,125,0,economy,Morning,Morning,704.34,2024-05-29,Spring
KLM,CMN,ROM,685,2,business,Morning,Night,9729.72,2024-04-18,Spring
Air France,CMN,ROM,380,1,business,Afternoon,Night,9604.14,2024-07-04,Summer
Turkish Airlines,IST,ROM,165,0,economy,Morning,Morning,1411.41,2024-05-29,Spring
ITA Airways,ROM,PAR,130,0,economy,Night,Night,813.54,2024-01-12,Winter
Turkish Airlines,IST,PAR,225,0,economy,Afternoon,Evening,1583.4,2024-01-12,Winter
Iberia,CMN,PAR,610,1,economy,Afternoon,Night,1728.09,2024-11-05,Autumn
Egypt Air,CMN,IST,550,1,economy,Afternoon,Late Night,7089.81,2024-01-12,Winter
Iberia,CMN,ROM,480,1,economy,Afternoon,Late Night,2320.5,2024-01-12,Winter
Vueling,ROM,PAR,130,0,economy,Morning,Afternoon,715.26,2024-10-19,Autumn
Pegasus Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,1154.79,2024-10-19,Autumn
Air France,IST,CMN,755,1,business,Early Morning,Evening,6743.1,2024-05-29,Spring
Turkish Airlines,IST,ROM,160,0,economy,Night,Night,1408.68,2024-04-18,Spring
Lufthansa,PAR,IST,350,1,business,Morning,Evening,5596.5,2024-11-05,Autumn
Air France,IST,CMN,610,1,business,Morning,Afternoon,12066.6,2024-01-12,Winter
Turkish Airlines,ROM,IST,160,0,economy,Evening,Night,1692.6,2024-10-19,Autumn
Royal Air Maroc,IST,CMN,290,0,business,Evening,Night,15036.84,2024-07-04,Summer
British Airways,IST,CMN,1450,2,economy,Afternoon,Afternoon,2839.2,2024-03-17,Spring
Vueling,PAR,ROM,115,0,economy,Afternoon,Afternoon,769.86,2023-12-09,Winter
ITA Airways,PAR,ROM,120,0,economy,Early Morning,Morning,1146.6,2024-09-03,Autumn
Pegasus Airlines,ROM,IST,155,0,economy,Afternoon,Evening,1329.51,2024-02-10,Winter
TAP Portugal,CMN,PAR,370,1,business,Afternoon,Night,2918.37,2024-11-05,Autumn
Royal Air Maroc,CMN,PAR,170,0,business,Evening,Night,6906.9,2024-10-19,Autumn
Pegasus Airlines,IST,ROM,165,0,economy,Morning,Morning,993.72,2024-03-17,Spring
KLM,CMN,IST,1340,2,business,Afternoon,Afternoon,7911.54,2023-12-09,Winter
Royal Air Maroc,CMN,PAR,165,0,economy,Afternoon,Afternoon,1455.09,2024-06-01,Summer
Egypt Air,CMN,IST,890,1,business,Late Night,Evening,8695.05,2024-08-16,Summer
Iberia,CMN,PAR,370,1,economy,Afternoon,Night,2102.1,2024-01-12,Winter
British Airways,IST,ROM,585,1,business,Morning,Afternoon,6333.6,2024-04-18,Spring
Air France,ROM,CMN,845,1,business,Night,Morning,7343.7,2024-10-19,Autumn
TAP Portugal,ROM,CMN,360,1,business,Morning,Afternoon,2839.2,2024-08-16,Summer
Egypt Air,PAR,IST,600,1,business,Afternoon,Late Night,18422.04,2024-11-05,Autumn
Lufthansa,CMN,ROM,500,1,economy,Afternoon,Night,2006.55,2024-11-05,Autumn
SAUDIA,CMN,IST,790,1,economy,Evening,Morning,5039.58,2024-09-03,Autumn
Air Arabia Maroc,CMN,IST,280,0,economy,Afternoon,Night,3153.15,2024-09-03,Autumn
ITA Airways,PAR,ROM,120,0,economy,Early Morning,Morning,1149.33,2024-02-10,Winter
Lufthansa,ROM,IST,355,1,business,Morning,Evening,8353.8,2024-07-04,Summer
Air France,CMN,PAR,195,0,economy,Evening,Night,3144.96,2023-12-09,Winter
Turkish Airlines,ROM,IST,165,0,business,Morning,Afternoon,10701.6,2024-06-01,Summer
ITA Airways,ROM,PAR,215,1,economy,Afternoon,Evening,1193.01,2024-05-29,Spring
Iberia,CMN,PAR,300,1,economy,Evening,Night,1747.2,2024-05-29,Spring
Air Serbia,IST,PAR,605,1,business,Morning,Evening,2825.55,2024-01-12,Winter
SWISS,PAR,ROM,395,1,business,Morning,Afternoon,10270.26,2023-12-09,Winter
Royal Air Maroc,CMN,PAR,170,0,economy,Late Night,Morning,3958.5,2024-08-16,Summer
Turkish Airlines,IST,PAR,220,0,economy,Afternoon,Evening,1547.91,2024-04-18,Spring
Royal Air Maroc,CMN,ROM,440,1,economy,Afternoon,Night,3276.0,2024-01-12,Winter
Air Serbia,ROM,IST,325,1,economy,Morning,Afternoon,1228.5,2024-10-19,Autumn
Turkish Airlines,IST,PAR,220,0,business,Morning,Afternoon,10677.03,2024-09-03,Autumn
Iberia,ROM,PAR,135,0,economy,Early Morning,Morning,1184.82,2024-04-18,Spring
Royal Air Maroc,CMN,IST,520,1,economy,Morning,Evening,4496.31,2024-08-16,Summer
TAP Portugal,CMN,PAR,640,1,business,Afternoon,Night,2871.96,2024-02-10,Winter
Air France,PAR,ROM,125,0,business,Afternoon,Evening,4174.17,2024-07-04,Summer
TAP Portugal,CMN,PAR,390,1,economy,Morning,Evening,1143.87,2024-10-19,Autumn
Turkish Airlines,IST,CMN,300,0,business,Afternoon,Afternoon,13322.4,2024-06-01,Summer
Tunisair,CMN,ROM,570,1,business,Late Night,Afternoon,6388.2,2024-05-29,Spring
easyJet,PAR,ROM,115,0,economy,Morning,Morning,922.74,2024-10-19,Autumn
Turkish Airlines,ROM,IST,160,0,economy,Afternoon,Evening,2738.19,2024-03-17,Spring
Austrian Airlines,ROM,PAR,370,1,business,Morning,Afternoon,8190.0,2024-08-16,Summer
British Airways,PAR,IST,475,1,economy,Morning,Evening,2757.3,2024-08-16,Summer
Aegean Airlines,IST,ROM,470,1,business,Morning,Evening,9333.87,2024-06-01,Summer
ITA Airways,ROM,PAR,220,1,economy,Afternoon,Evening,1193.01,2024-05-29,Spring
Lufthansa,CMN,PAR,485,1,economy,Afternoon,Night,1553.37,2024-02-10,Winter
Tunisair,CMN,IST,1080,1,economy,Late Night,Night,3311.49,2023-12-09,Winter
Royal Air Maroc,IST,CMN,300,0,economy,Evening,Night,3688.23,2024-02-10,Winter
Air France,CMN,IST,1210,1,business,Evening,Afternoon,9202.83,2024-07-04,Summer
ITA Airways,IST,ROM,155,0,economy,Evening,Evening,1547.91,2024-01-12,Winter
Egypt Air,IST,CMN,1195,1,business,Evening,Afternoon,10728.9,2024-08-16,Summer
Egypt Air,ROM,CMN,645,1,economy,Afternoon,Night,4032.21,2024-09-03,Autumn
Air France,CMN,PAR,185,0,business,Morning,Morning,8790.6,2024-07-04,Summer
ITA Airways,PAR,ROM,125,0,business,Morning,Afternoon,4777.5,2024-10-19,Autumn
Pegasus Airlines,IST,ROM,160,0,economy,Morning,Morning,1154.79,2024-07-04,Summer
Iberia,ROM,CMN,455,1,business,Early Morning,Afternoon,3985.8,2024-03-17,Spring
Royal Air Maroc,PAR,CMN,245,0,economy,Morning,Morning,1403.22,2024-03-17,Spring
Air Europa,ROM,PAR,350,1,business,Morning,Afternoon,4089.54,2024-02-10,Winter
Iberia,CMN,PAR,305,1,economy,Afternoon,Evening,2566.2,2024-01-12,Winter
Air Serbia,ROM,IST,340,1,business,Night,Early Morning,3382.47,2024-01-12,Winter
TAP Portugal,CMN,ROM,365,1,business,Evening,Late Night,3931.2,2024-09-03,Autumn
Iberia,ROM,CMN,715,1,economy,Early Morning,Evening,2648.1,2024-08-16,Summer
British Airways,IST,ROM,825,1,business,Morning,Evening,6552.0,2023-12-09,Winter
Iberia,PAR,CMN,365,1,business,Morning,Afternoon,4395.3,2024-02-10,Winter
Lufthansa,ROM,CMN,630,1,business,Afternoon,Late Night,4641.0,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,185,0,business,Morning,Morning,7354.62,2024-07-04,Summer
Air France,PAR,IST,210,0,business,Morning,Evening,5533.71,2024-03-17,Spring
Turkish Airlines,ROM,IST,155,0,business,Evening,Late Night,10674.3,2024-02-10,Winter
TAP Portugal,ROM,CMN,675,1,economy,Early Morning,Afternoon,2839.2,2024-08-16,Summer
Wizz Air Malta,ROM,PAR,135,0,economy,Afternoon,Afternoon,565.11,2024-01-12,Winter
Air France,CMN,PAR,190,0,economy,Morning,Afternoon,3715.53,2024-11-05,Autumn
Royal Air Maroc,PAR,CMN,185,0,economy,Morning,Morning,1610.7,2024-09-03,Autumn
Turkish Airlines,IST,ROM,160,0,business,Afternoon,Afternoon,15124.2,2024-09-03,Autumn
Air France,ROM,PAR,135,0,business,Early Morning,Morning,7452.9,2024-03-17,Spring
Air Serbia,ROM,IST,335,1,business,Morning,Afternoon,3658.2,2024-09-03,Autumn
Air France,ROM,CMN,905,1,economy,Night,Morning,3248.7,2024-10-19,Autumn
Iberia,PAR,CMN,365,1,economy,Morning,Afternoon,1291.29,2024-11-05,Autumn
Air Serbia,PAR,IST,355,1,economy,Night,Late Night,1266.72,2024-04-18,Spring
Iberia,ROM,CMN,410,1,economy,Early Morning,Afternoon,1665.3,2024-09-03,Autumn
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1130.22,2024-03-17,Spring
British Airways,PAR,IST,450,1,business,Morning,Evening,5288.01,2024-05-29,Spring
Royal Air Maroc,CMN,PAR,170,0,business,Late Night,Morning,6904.17,2024-09-03,Autumn
TAP Portugal,PAR,CMN,410,1,business,Morning,Afternoon,3794.7,2024-09-03,Autumn
Iberia,ROM,CMN,410,1,economy,Early Morning,Afternoon,2648.1,2024-04-18,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Morning,Morning,1520.61,2024-11-05,Autumn
Turkish Airlines,IST,PAR,220,0,economy,Morning,Afternoon,1130.22,2024-03-17,Spring
Iberia,PAR,CMN,340,1,business,Morning,Afternoon,4378.92,2024-04-18,Spring
Turkish Airlines,IST,PAR,230,0,economy,Night,Night,1130.22,2024-03-17,Spring
TAP Portugal,CMN,PAR,1135,1,business,Afternoon,Morning,2932.02,2024-11-05,Autumn
Iberia,CMN,ROM,1465,1,business,Afternoon,Afternoon,4422.6,2024-11-05,Autumn
Air France,CMN,PAR,180,0,economy,Evening,Night,4018.56,2024-09-03,Autumn
TAP Portugal,CMN,ROM,365,1,economy,Evening,Late Night,2047.5,2024-08-16,Summer
Turkish Airlines,PAR,IST,210,0,economy,Evening,Late Night,1919.19,2023-12-09,Winter
Transavia France,PAR,IST,215,0,economy,Morning,Afternoon,879.06,2024-03-17,Spring
AnadoluJet,PAR,IST,365,1,economy,Afternoon,Late Night,2418.78,2024-02-10,Winter
TAP Portugal,CMN,ROM,700,1,economy,Morning,Late Night,1561.56,2024-05-29,Spring
Pegasus Airlines,CMN,IST,285,0,economy,Late Night,Early Morning,1613.43,2024-06-01,Summer
TAROM,IST,PAR,350,1,economy,Morning,Afternoon,1960.14,2024-07-04,Summer
Air France,PAR,ROM,125,0,economy,Evening,Evening,2648.1,2024-11-05,Autumn
Croatia Airlines,PAR,ROM,605,2,business,Afternoon,Night,10237.5,2024-10-19,Autumn
Iberia,ROM,CMN,715,1,business,Early Morning,Evening,3985.8,2024-05-29,Spring
Aegean Airlines,ROM,IST,495,1,economy,Morning,Night,2484.3,2023-12-09,Winter
Transavia France,PAR,CMN,195,0,economy,Afternoon,Evening,799.89,2024-03-17,Spring
Lufthansa,CMN,ROM,500,2,business,Afternoon,Night,5378.1,2024-02-10,Winter
TAP Portugal,CMN,ROM,385,1,business,Afternoon,Evening,3699.15,2024-02-10,Winter
ITA Airways,ROM,CMN,350,1,economy,Morning,Afternoon,1946.49,2024-02-10,Winter
Iberia,CMN,ROM,360,1,business,Afternoon,Evening,5214.3,2024-09-03,Autumn
Air France,CMN,ROM,710,1,business,Morning,Night,7589.4,2024-10-19,Autumn
ITA Airways,PAR,ROM,130,0,economy,Evening,Night,887.25,2024-04-18,Spring
ITA Airways,ROM,PAR,130,0,economy,Morning,Morning,1146.6,2024-03-17,Spring
British Airways,IST,CMN,700,2,economy,Morning,Evening,2648.1,2024-01-12,Winter
Turkish Airlines,IST,PAR,230,0,business,Afternoon,Afternoon,10537.8,2024-11-05,Autumn
Lufthansa,CMN,ROM,425,1,business,Late Night,Morning,7889.7,2024-06-01,Summer
ITA Airways,IST,ROM,150,0,economy,Morning,Morning,1433.25,2024-05-29,Spring
Air France,PAR,ROM,125,0,business,Afternoon,Evening,2484.3,2024-06-01,Summer
Transavia France,IST,PAR,230,0,economy,Afternoon,Evening,3445.2599999999998,2024-08-16,Summer
ITA Airways,ROM,IST,155,0,economy,Night,Night,3729.18,2024-05-29,Spring
Air Malta,ROM,PAR,600,1,business,Night,Morning,2009.28,2024-03-17,Spring
Pegasus Airlines,IST,PAR,430,1,economy,Morning,Afternoon,1340.43,2024-02-10,Winter
Vueling,ROM,CMN,475,1,economy,Morning,Afternoon,1935.57,2024-02-10,Winter
ITA Airways,ROM,CMN,195,0,economy,Evening,Night,2863.77,2024-01-12,Winter
Air France,IST,PAR,220,0,business,Early Morning,Morning,5432.7,2024-06-01,Summer
Egypt Air,CMN,IST,890,1,business,Late Night,Evening,8301.93,2024-04-18,Spring
SWISS,ROM,PAR,230,1,business,Afternoon,Evening,4867.59,2024-11-05,Autumn
KLM,IST,CMN,1105,2,economy,Evening,Morning,3194.1,2024-11-05,Autumn
KLM,IST,CMN,1155,2,business,Evening,Morning,8135.4,2024-10-19,Autumn
ITA Airways,PAR,ROM,275,1,business,Morning,Afternoon,5296.2,2024-10-19,Autumn
Air France,ROM,PAR,130,0,business,Afternoon,Evening,2508.87,2024-01-12,Winter
Turkish Airlines,IST,ROM,155,0,economy,Evening,Evening,1455.09,2023-12-09,Winter
Lufthansa,PAR,CMN,950,2,business,Morning,Late Night,5460.0,2024-09-03,Autumn
Iberia,ROM,CMN,715,1,business,Early Morning,Evening,3985.8,2024-08-16,Summer
Transavia France,CMN,IST,875,1,economy,Evening,Afternoon,3862.95,2023-12-09,Winter
Egypt Air,IST,CMN,460,1,business,Early Morning,Afternoon,9003.539999999999,2024-09-03,Autumn
Royal Air Maroc,PAR,CMN,185,0,economy,Evening,Night,2230.41,2024-05-29,Spring
TAROM,IST,ROM,320,1,business,Morning,Morning,6666.66,2024-01-12,Winter
Royal Air Maroc,ROM,CMN,195,0,economy,Evening,Night,2290.47,2023-12-09,Winter
Air France,CMN,ROM,465,1,economy,Morning,Afternoon,3658.2,2024-06-01,Summer
Vueling,ROM,PAR,135,0,economy,Early Morning,Morning,772.59,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,170,0,economy,Morning,Afternoon,3603.6,2024-08-16,Summer
TAP Portugal,CMN,PAR,390,1,business,Morning,Evening,2956.59,2024-10-19,Autumn
TAP Portugal,CMN,PAR,370,1,economy,Afternoon,Night,745.29,2024-11-05,Autumn
TAP Portugal,CMN,ROM,980,1,business,Evening,Morning,3931.2,2024-09-03,Autumn
Egypt Air,CMN,IST,890,1,economy,Late Night,Evening,3912.09,2024-09-03,Autumn
Egypt Air,CMN,IST,1290,1,business,Afternoon,Afternoon,8667.75,2024-08-16,Summer
TAP Portugal,CMN,PAR,300,1,economy,Evening,Night,748.02,2024-05-29,Spring
Vueling,PAR,ROM,120,0,economy,Afternoon,Afternoon,578.76,2024-03-17,Spring
Royal Air Maroc,PAR,CMN,245,0,business,Evening,Night,7818.72,2024-03-17,Spring
